=== GL 226-001 non-BTB entries (TGL < 2026-01-01) ===
VOUCHER|TGL|KET|K|D|NET
200410123110085|11/16/2023 00:00:00|MULIA JAYA (432) - (432)  Hutang Dagang |0.000000|5500000.100000|-5500000.100000
200410123110083|11/16/2023 00:00:00|CV. KREASI SEJUK SARANA (KSS-94/INV/X/2023) - (KSS Hutang Dagang |0.000000|75813000.000000|-75813000.000000
200410123110084|11/16/2023 00:00:00|MULIA JAYA (1726) - (1726)  Hutang Dagang |0.000000|5312000.000000|-5312000.000000
100310123110131|11/16/2023 00:00:00|PUNCAK SIMOLE (B08008) - (B08008)  Hutang Dagang |0.000000|450000.000000|-450000.000000
200410123110079|11/16/2023 00:00:00|MANDIRI INDONUSA PERKASA (228/MIP/INV/X/2023) - (2 Hutang Dagang |0.000000|3000000.200000|-3000000.200000
200410123110077|11/16/2023 00:00:00|AMARI INTI HOTEL (AIR923100082) - (AIR923100082)  Hutang Dagang |0.000000|12600000.000000|-12600000.000000
200410123110084|11/16/2023 00:00:00|MULIA JAYA (777) - (777)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410123110080|11/16/2023 00:00:00|MULIA JAYA (0910) - (0910)  Hutang Dagang |0.000000|1985000.000000|-1985000.000000
200410123110080|11/16/2023 00:00:00|MULIA JAYA (0210) - (0210)  Hutang Dagang |0.000000|5910000.000000|-5910000.000000
200410123110078|11/16/2023 00:00:00|GUNUNGES TIGA BELAS (FJ.2023.10.0237) - (FJ.2023.1 Hutang Dagang |0.000000|18870000.670000|-18870000.670000
200410123110087|11/16/2023 00:00:00|MEGA MAKMUR (22958) - (22958)  Hutang Dagang |0.000000|8000000.000000|-8000000.000000
200410123110081|11/16/2023 00:00:00|MULIA JAYA (889) - (889)  Hutang Dagang |0.000000|1693750.000000|-1693750.000000
200410123110080|11/16/2023 00:00:00|MULIA JAYA (3310) - (3310)  Hutang Dagang |0.000000|6650000.000000|-6650000.000000
200410123110089|11/16/2023 00:00:00|NUGROHO TEKNIK (063/XI/2023) - (063/XI/2023)  Hutang Dagang |0.000000|9895000.000000|-9895000.000000
200410123110085|11/16/2023 00:00:00|MULIA JAYA (1735) - (1735)  Hutang Dagang |0.000000|965000.000000|-965000.000000
200410123110106|11/23/2023 00:00:00|NUGROHO TEKNIK (064/XI/2023) - (064/XI/2023)  Hutang Dagang |0.000000|6300000.000000|-6300000.000000
200410123110138|11/24/2023 00:00:00|NUGROHO TEKNIK (065/XI/2023) - (065/XI/2023)  Hutang Dagang |0.000000|6380000.000000|-6380000.000000
200410123110143|11/24/2023 00:00:00|CV. KREASI SEJUK SARANA (KSS-95/INV/X/2023) - (KSS Hutang Dagang |0.000000|75813000.000000|-75813000.000000
200410123120011|12/04/2023 00:00:00|MULIA JAYA (537) - (537)  Hutang Dagang |0.000000|1950000.000000|-1950000.000000
200410123120011|12/04/2023 00:00:00|MULIA JAYA (9005) - (9005)  Hutang Dagang |0.000000|2743500.000000|-2743500.000000
200410123120013|12/04/2023 00:00:00|H-TECH (11348) - (11348)  Hutang Dagang |0.000000|11387000.000000|-11387000.000000
200410123120012|12/04/2023 00:00:00|MULIA JAYA (496) - (496)  Hutang Dagang |0.000000|5630000.000000|-5630000.000000
200410123120014|12/04/2023 00:00:00|KEMENANGAN (444/KM/2023) - (444/KM/2023)  Hutang Dagang |0.000000|5925000.000000|-5925000.000000
200410123120011|12/04/2023 00:00:00|MULIA JAYA (497) - (497)  Hutang Dagang |0.000000|1135000.000000|-1135000.000000
200410123120043|12/06/2023 00:00:00|NUGROHO TEKNIK (067/XI/2023) - (067/XI/2023)  Hutang Dagang |0.000000|7300000.000000|-7300000.000000
200410123120049|12/06/2023 00:00:00|GLOBAL COOL (GC-INV-2023-2374) - (GC-INV-2023-237) Hutang Dagang |0.000000|7800000.030000|-7800000.030000
200410123120044|12/06/2023 00:00:00|CV. KREASI SEJUK SARANA (KSS-96/INV/X/2023) - (KSS Hutang Dagang |0.000000|75813000.000000|-75813000.000000
200410123120043|12/06/2023 00:00:00|NUGROHO TEKNIK (069/XII/2023) - (069/XII/2023)  Hutang Dagang |0.000000|7980000.000000|-7980000.000000
200410123120042|12/06/2023 00:00:00|NUGROHO TEKNIK (066/XI/2023) - (061/XI/2023) |0.000000|9450000.000000|-9450000.000000
200410123120069|12/07/2023 00:00:00|MULIA JAYA (826) - (826)  Hutang Dagang |0.000000|15250000.000000|-15250000.000000
200410123120072|12/07/2023 00:00:00|SEJUK SEJAHTERA SANTOSA (3S01.2310002) - (3S01.231 Hutang Dagang |0.000000|32190000.000000|-32190000.000000
200410123120075|12/07/2023 00:00:00|THERMO ASRI MANDIRI (200/FK-TAM/IX/2023) - (200/FK Hutang Dagang |0.000000|21716000.000000|-21716000.000000
200410123120076|12/07/2023 00:00:00|THERMO ASRI MANDIRI (204/FK-TAM/IX/2023) - (204/FK Hutang Dagang |0.000000|26680000.000000|-26680000.000000
200410123120067|12/07/2023 00:00:00|MULIA JAYA (824) - (824)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410123120066|12/07/2023 00:00:00|GUNUNGES TIGA BELAS (FJ.2023.11.0267) - (FJ.2023.1 Hutang Dagang |0.000000|18870000.670000|-18870000.670000
200410123120065|12/07/2023 00:00:00|LESTARY MACHINERY (05/XI/2023-F) - (05/XI/2023-F)  Hutang Dagang |0.000000|12750000.000000|-12750000.000000
200410123120072|12/07/2023 00:00:00|SEJUK SEJAHTERA SANTOSA (3S01.2310003) - (3S01.231 Hutang Dagang |0.000000|32190000.000000|-32190000.000000
200410123120071|12/07/2023 00:00:00|SEJUK SEJAHTERA SANTOSA 3S01.2310005  - (3S01.2310 Hutang Dagang |0.000000|32190000.000000|-32190000.000000
200410123120077|12/07/2023 00:00:00|THERMO ASRI MANDIRI (207/FK-TAM/IX/2023) - (207/FK Hutang Dagang |0.000000|33350000.000000|-33350000.000000
200410123120072|12/07/2023 00:00:00|SEJUK SEJAHTERA SANTOSA (3S01.2310004) - (3S01.231 Hutang Dagang |0.000000|32190000.000000|-32190000.000000
200410123120128|12/14/2023 00:00:00|MULIA JAYA (949) - (949)  Hutang Dagang |0.000000|3608000.400000|-3608000.400000
210510123120002|12/14/2023 00:00:00|TK.006B-130923 INV.5002507 - (5002507)  Hutang Dagang |0.000000|6845048.000000|-6845048.000000
200410123120128|12/14/2023 00:00:00|MULIA JAYA (1237) - (1237)  Hutang Dagang |0.000000|5398750.000000|-5398750.000000
200410123120129|12/14/2023 00:00:00|MULIA JAYA (2280) - (2280)  Hutang Dagang |0.000000|3979200.000000|-3979200.000000
200410123120129|12/14/2023 00:00:00|MULIA JAYA (2275) - (2275)  Hutang Dagang |0.000000|10003200.000000|-10003200.000000
210510123120002|12/14/2023 00:00:00|TK.006A-130923 INV.50002678 - (50002678)  Hutang Dagang |0.000000|385011379.320000|-385011379.320000
200410123120224|12/15/2023 00:00:00|TK.I.304-120923 INV.5000670 - (5000670)  Hutang Dagang |0.000000|689148600.000000|-689148600.000000
200410123120224|12/15/2023 00:00:00|TK.F302-300523 INV.5000716 - (5000716)  Hutang Dagang |0.000000|1547400000.000000|-1547400000.000000
200410123120171|12/18/2023 00:00:00|THERMO ASRI MANDIRI (231/FK-TAM/XI/23) - (231/FK-T Hutang Dagang |0.000000|34980000.000000|-34980000.000000
200410123120160|12/18/2023 00:00:00|MULIA JAYA (178) - (178)  Hutang Dagang |0.000000|350000.000000|-350000.000000
200410123120160|12/18/2023 00:00:00|MULIA JAYA (177) - (177)  Hutang Dagang |0.000000|495000.000000|-495000.000000
200410123120160|12/18/2023 00:00:00|MULIA JAYA (00293) - (00293)  Hutang Dagang |0.000000|1620000.000000|-1620000.000000
200410123120160|12/18/2023 00:00:00|MULIA JAYA (1832) - (1832)  Hutang Dagang |0.000000|975000.000000|-975000.000000
200410123120225|12/20/2023 00:00:00|TK.F302-300523 INV.5000716 - (5000716)  Hutang Dagang |0.000000|1308481440.000000|-1308481440.000000
200410123120202|12/20/2023 00:00:00|MULIA JAYA (1130) - (1130)  Hutang Dagang |0.000000|1790000.000000|-1790000.000000
200410123120202|12/20/2023 00:00:00|MULIA JAYA (893) - (893)  Hutang Dagang |0.000000|5650000.000000|-5650000.000000
200410123120202|12/20/2023 00:00:00|MULIA JAYA (4325) - (4325)  Hutang Dagang |0.000000|1720000.000000|-1720000.000000
200410124120001|12/22/2023 00:00:00|POLARINDO XININDO (PX/2023/12/337) - (PX/2023/12/3 Hutang Dagang |0.000000|14985000.890000|-14985000.890000
200410123120226|12/22/2023 00:00:00|NUGROHO TEKNIK (070/XII/2023) - (070/XII/2023)  Hutang Dagang |0.000000|4575000.000000|-4575000.000000
VP1202301010008|12/31/2023 00:00:00|[5000721] Adj. Kurs dari : 15,498.00 Ke : 15,416.00|0.000000|12792000.000000|-12792000.000000
VP1202301010009|12/31/2023 00:00:00|[5965036-41] Adj. Kurs dari : 15,512.00 Ke : 15,416.00|0.000000|1824125.760000|-1824125.760000
VP1202301010007|12/31/2023 00:00:00|[30010814,816] Adj. Kurs dari : 15,731.00 Ke : 15,416.00|0.000000|1009187.550000|-1009187.550000
200410124010016|01/04/2024 00:00:00|MULIA JAYA (542) - (542)  Hutang Dagang |0.000000|16097000.250000|-16097000.250000
200410124010015|01/04/2024 00:00:00|MULIA JAYA (778) - (778)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410124010012|01/04/2024 00:00:00|MITRA MAJU COOL (2811-JKT) - (2811-JKT)  Hutang Dagang |0.000000|7400000.000000|-7400000.000000
200410124010015|01/04/2024 00:00:00|MULIA JAYA (1231) - (1231)  Hutang Dagang |0.000000|10516000.000000|-10516000.000000
200410124010013|01/04/2024 00:00:00|GUNUNGES TIGA BELAS (FJ.2023.11.02873) - (FJ.2023. Hutang Dagang |0.000000|18870000.670000|-18870000.670000
200410124010014|01/04/2024 00:00:00|MULIA JAYA (176) - (176)  Hutang Dagang |0.000000|31705000.000000|-31705000.000000
200410124010011|01/04/2024 00:00:00|CV. AKRINDO ABADI (KLM.23.11.00159) - (KLM.23.11.0 Hutang Dagang |0.000000|11500000.000000|-11500000.000000
200410124010007|01/04/2024 00:00:00|NUGROHO TEKNIK (001/I/2024) - (001/I/2024)  Hutang Dagang |0.000000|2850000.000000|-2850000.000000
200410124010019|01/04/2024 00:00:00|MANDIRI INDONUSA PERKASA (288/MIP/INV/XII/2023) -  Hutang Dagang |0.000000|4500000.300000|-4500000.300000
200410124010066|01/10/2024 00:00:00|NUGROHO TEKNIK (001/I/2024) - (001/I/2024)  Hutang Dagang |0.000000|8250000.000000|-8250000.000000
200410124010085|01/11/2024 00:00:00|MULIA JAYA (2930) - (2930)  Hutang Dagang |0.000000|1365000.000000|-1365000.000000
200410124010077|01/11/2024 00:00:00|AMARI INTI ROYAL (AIR923120168) - (AIR923120168)  Hutang Dagang |0.000000|12600000.000000|-12600000.000000
200410124010085|01/11/2024 00:00:00|MULIA JAYA (7725) - (7725)  Hutang Dagang |0.000000|6200000.000000|-6200000.000000
200410124010088|01/11/2024 00:00:00|TK.G305-230623 INV.5000721 - (5000721)  Hutang Dagang |0.000000|2404896000.000000|-2404896000.000000
200410124010076|01/11/2024 00:00:00|AMARI INTI ROYAL (AIR923120167) - (AIR923120167)  Hutang Dagang |0.000000|6960000.000000|-6960000.000000
200410124010080|01/11/2024 00:00:00|MULIA JAYA (249) - (249)  Hutang Dagang |0.000000|12303800.000000|-12303800.000000
200410124010078|01/11/2024 00:00:00|AMARI INTI ROYAL (AIR923120169) - (AIR923120169)  Hutang Dagang |0.000000|12600000.000000|-12600000.000000
200410124010085|01/11/2024 00:00:00|MULIA JAYA (0430) - (0430)  Hutang Dagang |0.000000|2155000.000000|-2155000.000000
200410124010112|01/18/2024 00:00:00|MULIA JAYA (5720) - (5720)  Hutang Dagang |0.000000|3725000.000000|-3725000.000000
200410124010114|01/18/2024 00:00:00|MULIA JAYA (7737) - (7737)  Hutang Dagang |0.000000|4500000.400000|-4500000.400000
200410124010115|01/18/2024 00:00:00|NUGROHO TEKNIK (003/I/2024) - (003/I/2024)  Hutang Dagang |0.000000|6200000.000000|-6200000.000000
200410124010114|01/18/2024 00:00:00|MULIA JAYA (7821) - (7821)  Hutang Dagang |0.000000|975000.000000|-975000.000000
200410124010118|01/18/2024 00:00:00|POLARIN XININDO (PX/2024/01/196) - (PX/2024/01/196 Hutang Dagang |0.000000|14985000.890000|-14985000.890000
200410124010115|01/18/2024 00:00:00|NUGROHO TEKNIK (004/I/2024) - (004/I/2024)  Hutang Dagang |0.000000|1525000.000000|-1525000.000000
200410124010112|01/18/2024 00:00:00|MULIA JAYA (0020) - (0020)  Hutang Dagang |0.000000|4251900.050000|-4251900.050000
200410124010114|01/18/2024 00:00:00|MULIA JAYA (7930) - (7930)  Hutang Dagang |0.000000|2790000.000000|-2790000.000000
200410124010112|01/18/2024 00:00:00|MULIA JAYA (9327) - (9327)  Hutang Dagang |0.000000|1135000.000000|-1135000.000000
200410124010256|01/22/2024 00:00:00|TK.303-300523 INV.5000763 - (5000763)  Hutang Dagang |0.000000|2861233680.000000|-2861233680.000000
200410124010256|01/22/2024 00:00:00|TK.H302, C305-30102 INV.5000767,68, TK.I305-231123 Hutang Dagang |0.000000|397952000.000000|-397952000.000000
200410124010155|01/23/2024 00:00:00|MULIA JAYA (2401) - (2401) |0.000000|6640000.000000|-6640000.000000
200410124010154|01/23/2024 00:00:00|THERMO ASRI MANDIRI (267/FK-TAM/XII/2023) - (267/F Hutang Dagang |0.000000|5336000.000000|-5336000.000000
200410124010155|01/23/2024 00:00:00|MULIA JAYA (8903) - (8903)  Hutang Dagang |0.000000|2427500.000000|-2427500.000000
200410124010154|01/23/2024 00:00:00|THERMO ASRI MANDIRI (260/FK-TAM/XII/2023) - (260/F Hutang Dagang |0.000000|8230000.000000|-8230000.000000
200410124010166|01/26/2024 00:00:00|MULIA JAYA (655) - (655)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410124010167|01/26/2024 00:00:00|NUGROHO TEKNIK (005/I/2024) - (005/I/2024)  Hutang Dagang |0.000000|2950000.000000|-2950000.000000
200410124010168|01/26/2024 00:00:00|NUGROHO TEKNIK (006/I/20 - (006/I/2024)  Hutang Dagang |0.000000|2750000.000000|-2750000.000000
200410124010234|01/31/2024 00:00:00|NUGROHO TEKNIK (007/I/2024) - (007/I/2024)  Hutang Dagang |0.000000|3550000.000000|-3550000.000000
200410124020021|02/07/2024 00:00:00|THERMO ASRI MANDIRI (266/FK-TAM/XII/2023) - (266/F Hutang Dagang |0.000000|4230000.000000|-4230000.000000
200410124020021|02/07/2024 00:00:00|THERMO ASRI MANDIRI (002/FK-TAM/I/2024) - (002/FK- Hutang Dagang |0.000000|7691000.000000|-7691000.000000
200410124020022|02/07/2024 00:00:00|MULIA JAYA (433) - (433)  Hutang Dagang |0.000000|8310000.000000|-8310000.000000
200410124020022|02/07/2024 00:00:00|MULIA JAYA (767) - (767)  Hutang Dagang |0.000000|5825000.000000|-5825000.000000
200410124020058|02/15/2024 00:00:00|AMARI INTI ROYAL (AIR924010004) - (AIR924010004)  Hutang Dagang |0.000000|14252400.000000|-14252400.000000
200410124020050|02/15/2024 00:00:00|H-TECH (11642) - (11642)  Hutang Dagang |0.000000|4200000.000000|-4200000.000000
200410124020051|02/15/2024 00:00:00|MANDIRI INDONUSA PERKASA (011/MIP/INV/I/2024) - (0 Hutang Dagang |0.000000|3000000.730000|-3000000.730000
200410124020050|02/15/2024 00:00:00|H-TECH (11644) - (11644)  Hutang Dagang |0.000000|4427000.000000|-4427000.000000
200410124020061|02/15/2024 00:00:00|THERMO ASRI MANDIRI (250/FK-TAM/XI/2023) - (250/FK Hutang Dagang |0.000000|67878000.000000|-67878000.000000
200410124020053|02/15/2024 00:00:00|MULIA JAYA (693) - (693)  Hutang Dagang |0.000000|3979200.000000|-3979200.000000
200410124020057|02/15/2024 00:00:00|AMARI INTI ROYAL (AIR924010001) - (AIR924010001)  Hutang Dagang |0.000000|7947600.000000|-7947600.000000
200410124020053|02/15/2024 00:00:00|MULIA JAYA (2401) - (2401)  Hutang Dagang |0.000000|965000.000000|-965000.000000
200410124020055|02/15/2024 00:00:00|MULIA JAYA (228) - (228)  Hutang Dagang |0.000000|6399100.000000|-6399100.000000
200410124020056|02/15/2024 00:00:00|KEMENANGAN (027/KM/2024) - (027/KM/2024)  Hutang Dagang |0.000000|18425000.000000|-18425000.000000
200410124020055|02/15/2024 00:00:00|MULIA JAYA (397) - (397)  Hutang Dagang |0.000000|4850000.000000|-4850000.000000
200410124020050|02/15/2024 00:00:00|H-TECH (11643) - (11643)  Hutang Dagang |0.000000|4200000.000000|-4200000.000000
200410124020062|02/15/2024 00:00:00|MANDIRI INDONUSA PERKASA (010/MIP/INV/I/2024) - (0 Hutang Dagang |0.000000|3000000.730000|-3000000.730000
200410124020055|02/15/2024 00:00:00|NUGROHO TEKNIK (0345) - (0345)  Hutang Dagang |0.000000|1005000.000000|-1005000.000000
200410124020049|02/15/2024 00:00:00|NUGROHO TEKNIK (009/II/2024) - (009/II/2024)  Hutang Dagang |0.000000|5700000.000000|-5700000.000000
200410124020086|02/19/2024 00:00:00|TK.004,001,005,002,003,007- INV.5965036-41 - (5965 Hutang Dagang |0.000000|116466800.880000|-116466800.880000
210510124020001|02/19/2024 00:00:00|TK.004,001,005,002,003,007- INV.5965036-41 - (5965 Hutang Dagang |0.000000|176457394.080000|-176457394.080000
200410124020086|02/19/2024 00:00:00|TK.B305-271123 INV.5000770 - (5000770)  Hutang Dagang |0.000000|1559474400.000000|-1559474400.000000
200410124020086|02/19/2024 00:00:00|TK.6303-101123 INV.5000771, TK.1301-101123 INV.500 Hutang Dagang |0.000000|615271100.000000|-615271100.000000
200410124020086|02/19/2024 00:00:00|TK.H302, C305-30102 INV.5000767,68, TK.I305-231123 Hutang Dagang |0.000000|1132453250.000000|-1132453250.000000
200410124020087|02/19/2024 00:00:00|POLARIN XININDO (PX/2024/02/155) - (PX/2024/02/155 Hutang Dagang |0.000000|14985000.000000|-14985000.000000
200410124020127|02/22/2024 00:00:00|MULIA JAYA (2437) - (2437)  Hutang Dagang |0.000000|475000.000000|-475000.000000
200410124020127|02/22/2024 00:00:00|MULIA JAYA (033) - (033)  Hutang Dagang |0.000000|5828500.000000|-5828500.000000
200410124020127|02/22/2024 00:00:00|MULIA JAYA (881) - (881)  Hutang Dagang |0.000000|877000.000000|-877000.000000
200410124020126|02/22/2024 00:00:00|MULIA JAYA (0947) - (0947)  Hutang Dagang |0.000000|1726500.000000|-1726500.000000
200410124020130|02/22/2024 00:00:00|NUGROHO TEKNIK (010/II/2024) - (010/II/2024)  Hutang Dagang |0.000000|4595000.000000|-4595000.000000
200410124020131|02/22/2024 00:00:00|AKRINDO ABADI (KLM.24.01.00119) - (KLM.24.01.00119 Hutang Dagang |0.000000|11500000.000000|-11500000.000000
200410124020119|02/22/2024 00:00:00|PEMBELIAN UNIT (TAM/99/11/2023) - (TAM/99/11/2023) Hutang Dagang |0.000000|19000000.000000|-19000000.000000
200410124020124|02/22/2024 00:00:00|MITRA MAJU COOL (2201-JKT) - (2201-JKT)  Hutang Dagang |0.000000|14700000.000000|-14700000.000000
200410124020125|02/22/2024 00:00:00|MULIA JAYA (6361) - (6361)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410124020123|02/22/2024 00:00:00|MEGA MAKMUR (23788) - (23788)  Hutang Dagang |0.000000|8000000.000000|-8000000.000000
200410124020146|02/26/2024 00:00:00|PEMBELIAN BRACKET - (TAM/81/11/2023)  Hutang Dagang |0.000000|13302000.000000|-13302000.000000
200410124020140|02/26/2024 00:00:00|NUGROHO TEKNIK (011/II/2024) - (011/II/2024)  Hutang Dagang |0.000000|15150000.000000|-15150000.000000
200410124020147|02/26/2024 00:00:00|BRACKET (TAM/72/12/2023) - (TAM/72/12/2023) |0.000000|16219000.000000|-16219000.000000
200410124020146|02/26/2024 00:00:00|PEMBELIAN SPAREPART - (TAM/82/11/2023)  Hutang Dagang |0.000000|11592000.000000|-11592000.000000
200410124020146|02/26/2024 00:00:00|PEMBELIAN SPAREPART - (TAM/83/11/2023)  Hutang Dagang |0.000000|1789000.000000|-1789000.000000
200410124020165|02/29/2024 00:00:00|MULIA JAYA (900) - (900)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410124020161|02/29/2024 00:00:00|THERMO ASRI MANDIRI (021/FK-TAM/I/2024) - (021/FK- Hutang Dagang |0.000000|8500000.000000|-8500000.000000
200410124020167|02/29/2024 00:00:00|MULIA JAYA (4725) - (4725)  Hutang Dagang |0.000000|8430000.000000|-8430000.000000
200410124020160|02/29/2024 00:00:00|AKRINDO ABADI (KLM.24.01.00218) - (KLM.24.01.00218 Hutang Dagang |0.000000|11500000.000000|-11500000.000000
200410124020163|02/29/2024 00:00:00|NUGROHO TEKNIK (012/II/2024) - (012/II/2024)  Hutang Dagang |0.000000|11425000.000000|-11425000.000000
200410124020158|02/29/2024 00:00:00|THERMO ASRI MANDIRI (008/FK-TAM/I/2024) - (008/FK- Hutang Dagang |0.000000|10700000.000000|-10700000.000000
200410124020165|02/29/2024 00:00:00|MULIA JAYA (637) - (637)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410124030078|03/14/2024 00:00:00|LESTARI MACHINERY (02/II/2024-F) - (02/II/2024-F)  Hutang Dagang |0.000000|7250000.000000|-7250000.000000
200410124030074|03/14/2024 00:00:00|MULIA JAYA (5839) - (5839)  Hutang Dagang |0.000000|7710000.000000|-7710000.000000
200410124030066|03/14/2024 00:00:00|GLOBAL COOL (GC-INV-2023-2721) - (GC-INV-2023-272) Hutang Dagang |0.000000|1250000.030000|-1250000.030000
200410124030251|03/14/2024 00:00:00|MULIA JAYA (4735) - (4735)  Hutang Dagang |0.000000|2790000.000000|-2790000.000000
200410124030045|03/14/2024 00:00:00|TKF304-210723 INV.5000802 - (5000802)  Hutang Dagang |0.000000|2911987680.000000|-2911987680.000000
200410124030082|03/14/2024 00:00:00|MEGA MAKMUR (24023) - (24023)  Hutang Dagang |0.000000|16000000.000000|-16000000.000000
200410124030073|03/14/2024 00:00:00|MULIA JAYA (034) - (034)  Hutang Dagang |0.000000|1337500.000000|-1337500.000000
200410124030074|03/14/2024 00:00:00|MULIA JAYA (885) - (885)  Hutang Dagang |0.000000|2065500.000000|-2065500.000000
200410124030047|03/14/2024 00:00:00|POLARIN XININDO (PX/2024/03/161) - (PX/2024/03/161 Hutang Dagang |0.000000|14985000.890000|-14985000.890000
200410124030079|03/14/2024 00:00:00|MULIA JAYA (447) - (447)  Hutang Dagang |0.000000|5201500.200000|-5201500.200000
200410124030074|03/14/2024 00:00:00|MULIA JAYA (789) - (789)  Hutang Dagang |0.000000|6468000.000000|-6468000.000000
200410124030072|03/14/2024 00:00:00|TAM SURABAYA (TAM/80/01/2024) - (TAM/80/01/2024)  Hutang Dagang |0.000000|13150000.000000|-13150000.000000
200410124030081|03/14/2024 00:00:00|MEGA MAKMUR (23942) - (23942)  Hutang Dagang |0.000000|16000000.000000|-16000000.000000
200410124030075|03/14/2024 00:00:00|MULIA JAYA (2933) - (2933)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410124030072|03/14/2024 00:00:00|TAM SURABAYA (TAM/81/01/2024) - (TAM/81/01/2024)  Hutang Dagang |0.000000|2598000.000000|-2598000.000000
200410124030066|03/14/2024 00:00:00|GLOBAL COOL (GC-INV-2024-0093) - (GC-INV-2024-009) Hutang Dagang |0.000000|7800000.190000|-7800000.190000
200410124030081|03/14/2024 00:00:00|MEGA MAKMUR (24021) - (24021)  Hutang Dagang |0.000000|8000000.000000|-8000000.000000
200410124030073|03/14/2024 00:00:00|MULIA JAYA (574) - (574)  Hutang Dagang |0.000000|3450000.120000|-3450000.120000
200410124030080|03/14/2024 00:00:00|MULIA JAYA (7422) - (7422)  Hutang Dagang |0.000000|13100000.000000|-13100000.000000
200410124030072|03/14/2024 00:00:00|TAM SURABAYA (TAM/78/01/2024) - (TAM/78/01/2024)  Hutang Dagang |0.000000|16215000.000000|-16215000.000000
200410124030077|03/14/2024 00:00:00|MULIA JAYA (0734) - (0734)  Hutang Dagang |0.000000|2620000.000000|-2620000.000000
200410124030067|03/14/2024 00:00:00|NUGROHO TEKNIK (014/III/2024) - (014/III/2024)  Hutang Dagang |0.000000|17850000.000000|-17850000.000000
200410124030072|03/14/2024 00:00:00|TAM SURABAYA (TAM/79/01/2024) - (TAM/79/01/2024)  Hutang Dagang |0.000000|16215000.000000|-16215000.000000
200410124030079|03/14/2024 00:00:00|MULIA JAYA (7749) - (7749)  Hutang Dagang |0.000000|4994350.300000|-4994350.300000
200410124030083|03/14/2024 00:00:00|MULIA JAYA (3130) - (3130)  Hutang Dagang |0.000000|4780000.000000|-4780000.000000
200410124030142|03/21/2024 00:00:00|NUGROHO TEKNIK (017/03/2024) - (017/03/2024)  Hutang Dagang |0.000000|15295000.000000|-15295000.000000
200410124030146|03/21/2024 00:00:00|MULIA JAYA (9147) - (9147)  Hutang Dagang |0.000000|1800000.000000|-1800000.000000
200410124030143|03/21/2024 00:00:00|KEMENANGAN (82/FK-TAM) - (82/FK--TAM)  Hutang Dagang |0.000000|30840000.000000|-30840000.000000
200410124030146|03/21/2024 00:00:00|MULIA JAYA (3793) - (3793)  Hutang Dagang |0.000000|770000.000000|-770000.000000
200410124030145|03/21/2024 00:00:00|MULIA JAYA (739) - (739)  Hutang Dagang |0.000000|7347000.000000|-7347000.000000
200410124030145|03/21/2024 00:00:00|MULIA JAYA (999) - (999)  Hutang Dagang |0.000000|1340000.000000|-1340000.000000
200410124030146|03/21/2024 00:00:00|MULIA JAYA (7734) - (7734)  Hutang Dagang |0.000000|3615000.000000|-3615000.000000
200410124030145|03/21/2024 00:00:00|MULIA JAYA (3019) - (3019)  Hutang Dagang |0.000000|3150000.000000|-3150000.000000
200410124030191|03/28/2024 00:00:00|THERMO ASRI MANDIRI (042/FK-TAM/II/2024) - (042/FK Hutang Dagang |0.000000|4230000.000000|-4230000.000000
200410124030185|03/28/2024 00:00:00|ANUGRAH REJEKI CEMERLANG (1066) - (1066)  Hutang Dagang |0.000000|7190000.030000|-7190000.030000
200410124030184|03/28/2024 00:00:00|MULIA JAYA (6623) - (6623)  Hutang Dagang |0.000000|375000.000000|-375000.000000
200410124030188|03/28/2024 00:00:00|BRACKET COMPR NRL (TAM/46/02/2024) - (TAM/46/02/20 Hutang Dagang |0.000000|11201000.000000|-11201000.000000
200410124030188|03/28/2024 00:00:00|BRACKET GRAND MAX (TAM/47/02/2024) - (TAM/47/02/20 Hutang Dagang |0.000000|5883000.000000|-5883000.000000
200410124030182|03/28/2024 00:00:00|MULIA JAYA (4337) - (4337)  Hutang Dagang |0.000000|12050000.150000|-12050000.150000
200410124030189|03/28/2024 00:00:00|THERMO ASRI MANDIRI (043/FK-TAM/II/2024) - (043/FK Hutang Dagang |0.000000|10920000.000000|-10920000.000000
200410124030191|03/28/2024 00:00:00|THERMO ASRI MANDIRI (050/FK-TAM/II/2024) - (050/FK Hutang Dagang |0.000000|8500000.000000|-8500000.000000
200410124030195|03/28/2024 00:00:00|NUGROHO TEKNIK (018/111/2024) - (018/III/2024)  Hutang Dagang |0.000000|6825000.000000|-6825000.000000
200410124030187|03/28/2024 00:00:00|INTI NEPEL (00035/IN/III/24) - (00035/IN/III/24)  Hutang Dagang |0.000000|2442000.000000|-2442000.000000
200410124030184|03/28/2024 00:00:00|MULIA JAYA (5496) - (5496)  Hutang Dagang |0.000000|2170000.000000|-2170000.000000
2404DPB001|03/28/2024 00:00:00|Bayar Hutang dari DP 23122004P164 (TK.BO301-051223 INV.2024000161)|0.000000|71320713.360000|-71320713.360000
